Silverado,2019,5,Auto,2.5,Gas
Silverado,2020,5,Auto,2.5,Gas
Silverado,2021,5,Auto,2.5,Gas
Silverado,2022,5,Auto,2.5,Gas
Silverado,2023,5,Auto,2.5,Gas
Silverado,2024,5,Auto,2.5,Gas
Silverado,2025,5,Auto,2.5,Gas
Malibu,2019,5,Auto,2.5,Gas
Malibu,2020,5,Auto,2.5,Gas
Malibu,2021,5,Auto,2.5,Gas
Malibu,2022,5,Auto,2.5,Gas
Malibu,2023,5,Auto,2.5,Gas
Malibu,2024,5,Auto,2.5,Gas
Malibu,2025,5,Auto,2.5,Gas
Tahoe,2019,7,Auto,2.5,Gas
Tahoe,2020,7,Auto,2.5,Gas
Tahoe,2021,7,Auto,2.5,Gas
Tahoe,2022,7,Auto,2.5,Gas
Tahoe,2023,7,Auto,2.5,Gas
Tahoe,2024,7,Auto,2.5,Gas
Tahoe,2025,7,Auto,2.5,Gas
Equinox,2019,5,Auto,2.5,Gas
Equinox,2020,5,Auto,2.5,Gas
Equinox,2021,5,Auto,2.5,Gas
Equinox,2022,5,Auto,2.5,Gas
Equinox,2023,5,Auto,2.5,Gas
Equinox,2024,5,Auto,2.5,Gas
Equinox,2025,5,Auto,2.5,Gas
F-150,2019,5,Auto,2.5,Gas
F-150,2020,5,Auto,2.5,Gas
F-150,2021,5,Auto,2.5,Gas
F-150,2022,5,Auto,2.5,Gas
F-150,2023,5,Auto,2.5,Gas
F-150,2024,5,Auto,2.5,Gas
F-150,2025,5,Auto,2.5,Gas
Mustang,2019,5,Auto,2.5,Gas
Mustang,2020,5,Auto,2.5,Gas
Mustang,2021,5,Auto,2.5,Gas
Mustang,2022,5,Auto,2.5,Gas
Mustang,2023,5,Auto,2.5,Gas
Mustang,2024,5,Auto,2.5,Gas
Mustang,2025,5,Auto,2.5,Gas
Explorer,2019,7,Auto,2.5,Gas
Explorer,2020,7,Auto,2.5,Gas
Explorer,2021,7,Auto,2.5,Gas
Explorer,2022,7,Auto,2.5,Gas
Explorer,2023,7,Auto,2.5,Gas
Explorer,2024,7,Auto,2.5,Gas
Explorer,2025,7,Auto,2.5,Gas
Focus,2019,5,Auto,2.5,Gas
Focus,2020,5,Auto,2.5,Gas
Focus,2021,5,Auto,2.5,Gas
Focus,2022,5,Auto,2.5,Gas
Focus,2023,5,Auto,2.5,Gas
Focus,2024,5,Auto,2.5,Gas
Focus,2025,5,Auto,2.5,Gas
Civic,2019,5,Auto,2.5,Gas
Civic,2020,5,Auto,2.5,Gas
Civic,2021,5,Auto,2.5,Gas
Civic,2022,5,Auto,2.5,Gas
Civic,2023,5,Auto,2.5,Gas
Civic,2024,5,Auto,2.5,Gas
Civic,2025,5,Auto,2.5,Gas
Accord,2019,5,Auto,2.5,Gas
Accord,2020,5,Auto,2.5,Gas
Accord,2021,5,Auto,2.5,Gas
Accord,2022,5,Auto,2.5,Gas
Accord,2023,5,Auto,2.5,Gas
Accord,2024,5,Auto,2.5,Gas
Accord,2025,5,Auto,2.5,Gas
CR-V,2019,5,Auto,2.5,Gas
CR-V,2020,5,Auto,2.5,Gas
CR-V,2021,5,Auto,2.5,Gas
CR-V,2022,5,Auto,2.5,Gas
CR-V,2023,5,Auto,2.5,Gas
CR-V,2024,5,Auto,2.5,Gas
CR-V,2025,5,Auto,2.5,Gas
Pilot,2019,7,Auto,2.5,Gas
Pilot,2020,7,Auto,2.5,Gas
Pilot,2021,7,Auto,2.5,Gas
Pilot,2022,7,Auto,2.5,Gas
Pilot,2023,7,Auto,2.5,Gas
Pilot,2024,7,Auto,2.5,Gas
Pilot,2025,7,Auto,2.5,Gas
RX350,2019,5,Auto,2.5,Gas
RX350,2020,5,Auto,2.5,Gas
RX350,2021,5,Auto,2.5,Gas
RX350,2022,5,Auto,2.5,Gas
RX350,2023,5,Auto,2.5,Gas
RX350,2024,5,Auto,2.5,Gas
RX350,2025,5,Auto,2.5,Gas
ES350,2019,5,Auto,2.5,Gas
ES350,2020,5,Auto,2.5,Gas
ES350,2021,5,Auto,2.5,Gas
ES350,2022,5,Auto,2.5,Gas
ES350,2023,5,Auto,2.5,Gas
ES350,2024,5,Auto,2.5,Gas
ES350,2025,5,Auto,2.5,Gas
IS300,2019,5,Auto,2.5,Gas
IS300,2020,5,Auto,2.5,Gas
IS300,2021,5,Auto,2.5,Gas
IS300,2022,5,Auto,2.5,Gas
